iter	Logloss
242	0.3162247918
243	0.3162054824
244	0.3161875571
245	0.3161665788
246	0.3161339904
247	0.3161138314
248	0.3160930774
249	0.3160755038
250	0.3160536999
251	0.3160338154
252	0.3160066755
253	0.3159742452
254	0.3159521068
255	0.3159275279
256	0.3158977632
257	0.3158749336
258	0.3158513879
259	0.315828365
260	0.3158060748
261	0.3157846016
262	0.3157614084
263	0.3157355278
264	0.3157065856
265	0.3156797918
266	0.3156531617
267	0.3156258317
268	0.3156037043
269	0.3155791102
270	0.3155544764
271	0.3155326331
272	0.3155057711
273	0.3154880061
274	0.3154602799
275	0.3154401338
276	0.3154200377
277	0.3154014627
278	0.3153712245
279	0.3153407528
280	0.3153198888
281	0.3153046693
282	0.3152828125
283	0.31525481
284	0.3152355294
285	0.3152161495
286	0.3151995989
287	0.3151800308
288	0.3151563804
289	0.3151355381
290	0.3151139612
291	0.3150911357
292	0.3150708875
293	0.3150466128
294	0.3150202183
295	0.3150005858
296	0.3149765906
297	0.3149477628
298	0.3149270431
299	0.3149071823
300	0.3148820765
301	0.3148670065
302	0.3148495986
303	0.3148270994
304	0.3148096018
305	0.3147897238
306	0.3147710016
307	0.3147519755
308	0.3147291007
309	0.3147091967
310	0.3146869817
311	0.3146642787
312	0.3146483165
313	0.3146271262
314	0.314604923
315	0.3145812626
316	0.3145577486
317	0.3145346622
318	0.3145158472
319	0.3144945513
320	0.3144699776
321	0.3144458563
322	0.3144296108
323	0.3144084468
324	0.3143917544
325	0.3143716866
326	0.314352708
327	0.3143308449
328	0.3143084785
329	0.3142898329
330	0.3142729575
331	0.3142513075
332	0.3142317513
333	0.3142110546
334	0.3141916264
335	0.3141774532
336	0.3141624915
337	0.3141472813
338	0.3141311709
339	0.3141102255
340	0.314089381
341	0.3140681205
342	0.3140469403
343	0.3140296592
344	0.3140142523
345	0.3139941985
346	0.3139769068
347	0.3139636502
348	0.3139411954
349	0.313922067
350	0.3138976398
351	0.3138845071
352	0.3138648584
353	0.3138403598
354	0.3138212661
355	0.3138006161
356	0.3137761174
357	0.3137545596
358	0.3137344381
359	0.3137148095
360	0.3136962514
361	0.3136784527
362	0.3136611932
363	0.3136376248
364	0.3136204779
365	0.3135987054
366	0.313580727
367	0.3135572863
368	0.3135344845
369	0.3135187025
370	0.3135014393
371	0.3134837913
372	0.3134712139
373	0.3134538549
374	0.3134226232
375	0.3134030172
376	0.3133886567
377	0.3133771175
378	0.3133611708
379	0.313345534
380	0.3133264566
381	0.313304766
382	0.3132892522
383	0.3132746501
384	0.3132545254
385	0.3132352931
386	0.3132148755
387	0.3131951515
388	0.313181827
389	0.3131611681
390	0.3131434177
391	0.3131283095
392	0.313109532
393	0.3130916015
394	0.3130713683
395	0.3130552871
396	0.313039215
397	0.313017656
398	0.3130013996
399	0.3129826301
400	0.3129657592
401	0.312947019
402	0.3129327018
403	0.3129214088
404	0.3129005406
405	0.3128784777
406	0.3128612387
407	0.3128454758
408	0.3128294034
409	0.3128083728
410	0.3127895018
411	0.3127699618
412	0.3127584444
413	0.3127381915
414	0.3127264996
415	0.3127074059
416	0.3126882404
417	0.3126716599
418	0.3126525257
419	0.3126419375
420	0.3126256973
421	0.3126030702
422	0.3125757358
423	0.3125596604
424	0.3125450427
425	0.3125308928
426	0.3125167601
427	0.312493983
428	0.3124799761
429	0.3124708865
430	0.3124562328
431	0.3124393982
432	0.3124213459
433	0.3123966677
434	0.3123841521
435	0.3123654681
436	0.3123523004
437	0.3123331092
438	0.312319087
439	0.3122992435
440	0.3122888123
441	0.3122716182
442	0.3122550595
443	0.3122361668
444	0.3122196162
445	0.3122012761
446	0.3121817165
447	0.3121622879
448	0.3121416236
449	0.3121285984
450	0.3121146718
451	0.3121034594
452	0.312088263
453	0.3120703389
454	0.3120578029
455	0.3120445558
456	0.312027355
457	0.3120094529
458	0.3119902555
459	0.3119752142
460	0.3119618797
461	0.3119394683
462	0.3119230084
463	0.3119074779
464	0.3118944614
465	0.3118781317
466	0.3118575075
467	0.3118419768
468	0.3118258512
469	0.3118080242
470	0.3117898284
471	0.3117751699
472	0.3117609228
473	0.3117424595
474	0.3117307938
475	0.3117190691
476	0.3117065614
477	0.3116942468
478	0.3116731176
479	0.3116566051
480	0.3116398376
481	0.3116235188
482	0.3116037242
483	0.3115912258
484	0.3115746296
485	0.3115613146
486	0.3115458742
487	0.3115320247
488	0.3115111723
489	0.3114942895
490	0.3114792914
491	0.3114637126
492	0.3114400228
493	0.3114202857
494	0.311395207
495	0.3113813739
496	0.3113654653
497	0.3113494394
498	0.3113296238
499	0.3113117934
500	0.3112924016
501	0.3112761578
502	0.3112648996
503	0.3112518103
504	0.3112303645
505	0.3112100541
506	0.3111973742
507	0.3111788911
508	0.3111586827
509	0.3111440504
510	0.3111219911
511	0.3111103327
512	0.311090632
513	0.311077081
514	0.3110685743
515	0.3110539782
516	0.3110409754
517	0.3110287376
518	0.3110087924
519	0.3109927468
520	0.3109789344
521	0.3109590752
522	0.3109417849
523	0.3109291381
524	0.31091884
525	0.3108991965
526	0.3108789998
527	0.3108590379
528	0.310847862
529	0.3108360125
530	0.3108158504
531	0.3107981929
532	0.3107791084
533	0.310767008
534	0.3107528745
535	0.3107313293
536	0.3107155805
537	0.3107009175
538	0.3106782336
539	0.3106570711
540	0.3106460334
541	0.3106291483
542	0.3106098276
543	0.3105936422
544	0.3105771324
545	0.3105626934
546	0.3105418322
547	0.3105301204
548	0.3105112231
549	0.310496414
550	0.3104881779
551	0.3104749914
552	0.3104547179
553	0.3104417109
554	0.3104266095
555	0.3104126044
556	0.3104004037
557	0.3103895767
558	0.3103714269
559	0.3103571417
560	0.3103411069
561	0.3103288937
562	0.3103154836
563	0.3102925017
564	0.3102779952
565	0.3102564107
566	0.3102400672
567	0.31022268
568	0.3102042475
569	0.3101960818
570	0.3101780128
571	0.3101612889
572	0.3101400597
573	0.3101226593
574	0.3100997744
575	0.3100890565
576	0.3100708887
577	0.3100552391
578	0.3100389851
579	0.3100187777
580	0.309998874
581	0.3099840006
582	0.3099702151
583	0.3099572986
584	0.3099427402
585	0.3099286343
586	0.3099139955
587	0.3098967626
588	0.3098849544
589	0.3098643492
590	0.3098564446
591	0.3098415128
592	0.3098289651
593	0.3098119939
594	0.3097952818
595	0.3097759733
596	0.3097641206
597	0.3097463625
598	0.3097280168
599	0.3097069232
600	0.3096908492
601	0.3096833763
602	0.3096720651
603	0.3096545317
604	0.3096363285
605	0.3096216602
606	0.3096017234
607	0.3095855121
608	0.3095701892
609	0.3095597028
610	0.3095465835
611	0.3095310587
612	0.3095221025
613	0.3095113167
614	0.3094944698
615	0.3094798885
616	0.3094718107
617	0.3094649326
618	0.3094445021
619	0.309436345
620	0.3094166352
621	0.3094028665
622	0.3093846857
623	0.309368071
624	0.3093513594
625	0.3093411076
626	0.3093253301
627	0.3093173812
628	0.3093032513
629	0.3092934642
630	0.3092720175
631	0.309257114
632	0.3092410642
633	0.309226715
634	0.3092158265
635	0.3092010256
636	0.309186814
637	0.3091713196
638	0.309157269
639	0.3091437483
640	0.3091305842
641	0.3091167852
642	0.3090974094
643	0.3090909481
644	0.3090707922
645	0.309056122
646	0.3090380605
647	0.3090251929
648	0.3090096146
649	0.3089964067
650	0.3089813675
651	0.3089662708
652	0.3089479779
653	0.3089304144
654	0.3089155996
655	0.3088928359
656	0.3088726288
657	0.3088594053
658	0.3088436852
659	0.3088287407
660	0.3088128803
661	0.3087984311
662	0.3087816122
663	0.3087650571
664	0.3087515723
665	0.3087346029
666	0.3087223894
667	0.3087018642
668	0.3086892095
669	0.3086726841
670	0.3086623706
671	0.3086509916
672	0.3086369515
673	0.3086217837
674	0.3086037252
675	0.3085939949
676	0.3085815201
677	0.3085678338
678	0.3085522742
679	0.3085343416
680	0.3085207904
681	0.3085116918
682	0.3084976368
683	0.3084816097
684	0.3084645613
685	0.3084517394
686	0.3084356414
687	0.3084201429
688	0.3084061367
689	0.3083959388
690	0.3083755578
691	0.3083579829
692	0.3083415854
693	0.3083320122
694	0.308324816
695	0.3083123305
696	0.3082996116
697	0.3082912437
698	0.3082770969
699	0.3082584328
700	0.3082486513
701	0.308232198
702	0.3082177593
703	0.3082030681
704	0.3081916887
705	0.3081769287
706	0.3081597598
707	0.3081450541
708	0.3081297368
709	0.3081172346
710	0.3081016899
711	0.3080877884
712	0.3080732306
713	0.3080612714
714	0.3080503134
715	0.3080347589
716	0.3080244028
717	0.3080109364
718	0.3079942742
719	0.3079824511
720	0.3079668927
721	0.3079549983
722	0.3079399416
723	0.3079247129
724	0.3079157101
725	0.307895639
726	0.3078855443
727	0.3078770205
728	0.3078645951
729	0.3078482299
730	0.3078333373
731	0.3078202241
732	0.3078075244
733	0.3077908886
734	0.307772483
735	0.3077524249
736	0.3077408915
737	0.307733783
738	0.3077193319
739	0.3077013501
740	0.3076914698
741	0.3076782486
742	0.3076556599
743	0.3076418587
744	0.3076270444
745	0.3076141202
746	0.3076058329
747	0.3075874709
748	0.3075741204
749	0.3075576386
750	0.3075413638
751	0.3075262684
752	0.3075131266
753	0.3074993338
754	0.3074873662
755	0.3074767443
756	0.3074651732
757	0.3074541851
758	0.3074431398
759	0.3074281557
760	0.3074109911
761	0.3073951073
762	0.3073759743
763	0.3073665295
764	0.3073551455
765	0.3073399003
766	0.3073262236
767	0.3073070884
768	0.307295617
769	0.3072809169
770	0.307271364
771	0.3072631584
772	0.3072442966
773	0.3072278838
774	0.3072115543
775	0.3071978102
776	0.3071869458
777	0.3071790337
778	0.3071640913
779	0.3071467139
780	0.3071349587
781	0.3071212466
782	0.307105326
783	0.3070929035
784	0.3070831338
785	0.3070718229
786	0.307058693
787	0.3070401854
788	0.3070288481
789	0.3070188847
790	0.3070075431
791	0.3069926621
792	0.3069744784
793	0.3069555323
794	0.3069403121
795	0.3069307463
796	0.3069168115
797	0.3069046687
798	0.3068933098
799	0.3068771897
800	0.3068700308
801	0.3068563306
802	0.3068410757
803	0.3068344943
804	0.3068235059
805	0.3068150858
806	0.3068025381
807	0.3067895506
808	0.3067781446
809	0.3067642067
810	0.3067494199
811	0.3067343951
812	0.3067223542
813	0.306710955
814	0.3066920569
815	0.3066801744
816	0.306668063
817	0.3066596338
818	0.3066459791
819	0.3066346441
820	0.3066165392
821	0.3066073573
822	0.3065924348
823	0.3065750866
824	0.3065611956
825	0.3065481078
826	0.306541237
827	0.3065303208
828	0.3065201942
829	0.3065008738
830	0.306477646
831	0.3064651493
832	0.3064497475
833	0.3064379116
834	0.3064220695
835	0.306408533
836	0.3063990172
837	0.3063910986
838	0.3063789955
839	0.3063605336
840	0.3063470981
841	0.3063321451
842	0.3063218616
843	0.3063110059
844	0.3062986077
845	0.3062841512
846	0.3062702599
847	0.306261577
848	0.3062522689
849	0.3062401941
850	0.3062299658
851	0.3062198688
852	0.306196956
853	0.3061808935
854	0.3061648524
855	0.3061496078
856	0.3061384399
857	0.3061272178
858	0.3061115286
859	0.3060996925
860	0.3060852465
861	0.3060699925
862	0.306060839
863	0.306044326
864	0.3060339622
865	0.3060202133
866	0.3060045709
867	0.305990875
868	0.3059792133
869	0.3059706333
870	0.305962359
871	0.3059529832
872	0.3059399185
873	0.3059299647
874	0.305918287
875	0.3059043756
876	0.3058933104
877	0.3058817525
878	0.3058702462
879	0.3058617332
880	0.3058511033
881	0.3058384944
882	0.3058288546
883	0.3058097498
884	0.3057976478
885	0.3057859733
886	0.3057761705
887	0.3057673864
888	0.3057554398
889	0.3057487584
890	0.3057423805
891	0.3057269551
892	0.3057134197
893	0.3056971293
894	0.3056827276
895	0.3056644872
896	0.305649101
897	0.3056358418
898	0.3056242767
899	0.3056145106
900	0.305603884
901	0.3055923292
902	0.3055830515
903	0.305570553
904	0.305556804
905	0.3055428756
906	0.3055280822
907	0.3055196718
908	0.3055050627
909	0.3054879298
910	0.3054724528
911	0.3054572017
912	0.3054435851
913	0.3054299322
914	0.3054188831
915	0.3054039202
916	0.3053908655
917	0.3053750822
918	0.3053626567
919	0.3053492976
920	0.3053321227
921	0.3053192051
922	0.3053087614
923	0.3052979902
924	0.305277482
925	0.3052639529
926	0.3052562579
927	0.3052437519
928	0.3052329011
929	0.3052195592
930	0.3052042103
931	0.3051910473
932	0.3051752622
933	0.3051611082
934	0.3051478756
935	0.3051282545
936	0.3051126604
937	0.3051000351
938	0.3050900101
939	0.3050735969
940	0.3050639682
941	0.305056978
942	0.3050424006
943	0.3050326938
944	0.3050154496
945	0.3050018734
946	0.3049870501
947	0.304973914
948	0.304960217
949	0.3049489305
950	0.3049386444
951	0.3049238145
952	0.3049101497
953	0.3048995197
954	0.3048862648
955	0.3048701532
956	0.3048603367
957	0.304844296
958	0.3048350356
959	0.3048215902
960	0.3048091446
961	0.3047987249
962	0.3047805806
963	0.3047739707
964	0.3047618394
965	0.3047416751
966	0.3047307612
967	0.3047200432
968	0.304711822
969	0.3046994961
970	0.3046925076
971	0.3046808477
972	0.3046619067
973	0.3046498348
974	0.3046359609
975	0.3046201635
976	0.3046060825
977	0.3045952464
978	0.3045833074
979	0.3045654491
980	0.3045526992
981	0.3045387073
982	0.304525763
983	0.3045153451
984	0.3045020742
985	0.3044942474
986	0.304484438
987	0.304471105
988	0.3044569464
989	0.3044512001
990	0.3044418027
991	0.3044303846
992	0.3044163197
993	0.3044054501
994	0.3043941444
995	0.304385664
996	0.3043732032
997	0.304360962
998	0.3043487643
999	0.3043388155
